monthly_fee,usage_hours,support_requests,account_age_months,failed_payments,region,device_type,payment_method,autopay_enabled,churn
9.99,8.44,0,9,0,america,mobile,paypal,0,0
19.99,22.16,0,10,0,america,desktop,card,1,0
29.99,11.70,0,23,1,europe,desktop,card,0,0
29.99,11.99,2,1,0,america,mobile,card,1,0
19.99,28.02,0,7,0,america,desktop,card,0,0
9.99,23.53,0,1,0,asia,mobile,card,1,0
49.99,4.09,0,20,1,europe,mobile,card,0,0
29.99,19.85,0,4,0,america,mobile,card,0,0
29.99,20.35,0,10,0,asia,mobile,card,1,0
19.99,21.62,0,7,0,africa,mobile,card,1,0
29.99,22.96,1,23,0,america,desktop,paypal,0,0
19.99,0.00,0,8,0,asia,mobile,card,0,1
29.99,16.00,0,20,2,europe,tablet,card,0,1
19.99,12.43,2,10,0,america,tablet,card,0,0
9.99,31.07,0,11,1,america,mobile,card,0,0
29.99,23.23,0,15,1,europe,desktop,card,1,0
9.99,31.59,0,14,0,america,mobile,card,0,1
29.99,22.12,1,7,1,europe,mobile,card,0,0
19.99,24.68,0,17,0,europe,mobile,paypal,1,0
29.99,25.45,0,21,0,europe,desktop,card,0,0
49.99,1.83,0,19,1,asia,mobile,paypal,1,0
29.99,15.30,1,1,0,america,mobile,paypal,0,0
49.99,0.00,2,18,0,asia,desktop,card,1,0
19.99,10.93,1,5,1,america,mobile,card,1,0
29.99,24.49,0,9,1,europe,desktop,card,1,0
29.99,42.93,1,14,0,europe,mobile,card,1,0
9.99,25.12,0,23,0,america,desktop,paypal,1,1
29.99,7.94,1,6,0,america,desktop,card,1,0
49.99,9.52,1,11,0,africa,desktop,paypal,1,0
49.99,18.41,0,1,0,europe,desktop,crypto,0,0
29.99,26.41,3,1,0,europe,mobile,paypal,0,1
9.99,29.58,1,20,0,america,desktop,card,0,0
19.99,10.00,1,14,1,europe,mobile,paypal,1,0
49.99,22.80,1,6,1,europe,tablet,card,1,1
19.99,35.53,0,6,1,asia,desktop,card,1,0
19.99,18.72,0,7,0,asia,mobile,card,1,0
19.99,5.12,1,14,1,asia,mobile,paypal,1,1
19.99,8.54,0,2,0,america,tablet,paypal,0,0
9.99,15.33,0,6,0,europe,desktop,paypal,1,0
19.99,9.88,3,11,0,america,mobile,paypal,1,1
49.99,14.09,3,6,0,europe,desktop,paypal,0,0
19.99,30.66,0,18,0,europe,mobile,card,1,0
49.99,21.35,0,10,0,america,desktop,card,0,0
19.99,21.63,1,2,0,europe,mobile,paypal,0,1
19.99,29.61,2,11,1,america,tablet,paypal,1,0
49.99,15.98,1,11,0,europe,mobile,card,0,0
9.99,26.81,0,15,0,europe,mobile,crypto,1,0
9.99,27.77,0,8,0,europe,desktop,card,1,0
9.99,25.63,1,1,0,america,mobile,card,1,0
49.99,16.58,2,9,0,america,tablet,card,0,1
49.99,41.83,2,13,0,europe,mobile,card,1,0
49.99,5.88,1,14,0,america,desktop,card,1,1
19.99,33.39,1,16,0,europe,desktop,card,1,0
19.99,32.67,1,5,0,asia,desktop,card,0,0
9.99,30.34,2,13,0,europe,mobile,card,1,0
9.99,12.11,0,19,1,europe,mobile,paypal,1,0
29.99,16.60,0,24,0,america,desktop,card,0,0
19.99,22.42,0,18,0,europe,mobile,card,1,0
29.99,10.41,0,12,0,america,mobile,card,0,0
19.99,43.03,0,5,0,europe,mobile,card,1,0
9.99,5.02,1,19,0,asia,mobile,card,0,0
9.99,15.73,1,21,0,america,desktop,card,0,0
19.99,21.72,1,1,1,africa,mobile,paypal,1,0
29.99,13.10,0,1,0,europe,mobile,paypal,0,1
9.99,31.89,2,11,0,europe,mobile,card,0,1
19.99,41.71,1,14,0,europe,mobile,paypal,1,0
9.99,8.40,0,16,0,asia,mobile,card,0,0
9.99,13.58,1,20,0,europe,mobile,card,1,1
29.99,12.09,1,10,0,america,mobile,paypal,1,0
19.99,8.46,2,8,0,america,mobile,card,1,0
29.99,24.70,2,15,0,asia,desktop,paypal,1,0
49.99,28.24,0,16,0,europe,mobile,card,0,1
9.99,30.08,0,5,0,europe,mobile,paypal,0,1
49.99,17.42,0,11,0,america,mobile,card,0,1
29.99,12.23,0,5,0,europe,mobile,card,0,1
29.99,11.83,0,1,0,america,mobile,card,1,1
49.99,7.18,0,15,0,asia,mobile,card,1,1
19.99,0.00,1,1,0,europe,desktop,paypal,1,1
29.99,0.88,0,20,0,europe,desktop,paypal,1,0
19.99,31.07,1,1,0,asia,mobile,card,1,1
9.99,9.99,0,11,1,africa,mobile,crypto,1,0
49.99,37.33,0,19,0,europe,desktop,card,1,0
9.99,27.79,0,30,0,america,mobile,card,0,0
29.99,3.80,0,14,2,africa,mobile,paypal,1,1
9.99,19.82,1,3,0,europe,desktop,paypal,1,1
49.99,32.13,1,16,0,america,desktop,card,0,0
49.99,8.97,0,1,0,asia,tablet,paypal,1,0
29.99,29.02,1,10,0,america,desktop,card,1,1
19.99,23.62,1,21,0,asia,mobile,card,1,0
49.99,25.95,2,25,0,america,mobile,card,1,0
29.99,29.74,0,11,1,europe,mobile,card,1,0
19.99,29.31,0,12,0,asia,mobile,card,1,0
19.99,18.99,2,10,0,europe,mobile,crypto,1,0
49.99,16.99,0,26,0,europe,mobile,crypto,1,0
19.99,9.49,2,1,0,africa,desktop,paypal,1,1
49.99,27.21,0,14,0,europe,mobile,card,1,0
9.99,27.98,0,24,0,asia,mobile,card,1,0
19.99,17.39,0,13,0,america,mobile,paypal,0,0
9.99,20.73,0,11,1,america,desktop,card,0,0
49.99,7.71,1,14,0,europe,mobile,crypto,0,0
19.99,32.26,0,21,0,america,mobile,paypal,1,0
49.99,15.83,0,8,1,asia,desktop,paypal,1,0
29.99,21.05,0,15,0,asia,mobile,paypal,0,0
19.99,16.80,0,9,0,europe,mobile,card,1,0
49.99,22.31,1,1,0,europe,mobile,card,1,1
49.99,22.24,1,6,0,america,mobile,crypto,1,1
49.99,35.15,0,9,2,america,desktop,card,1,0
49.99,19.87,1,13,0,asia,mobile,paypal,1,0
49.99,21.74,0,9,0,america,desktop,card,1,0
29.99,19.48,2,8,0,america,desktop,card,1,0
29.99,12.66,0,12,0,africa,mobile,paypal,1,0
19.99,37.42,0,1,1,america,mobile,card,0,0
49.99,24.00,1,7,2,europe,tablet,paypal,0,1
49.99,21.11,0,20,0,europe,mobile,crypto,1,0
19.99,21.35,1,1,0,europe,tablet,paypal,0,1
19.99,30.24,0,11,0,america,mobile,paypal,0,1
29.99,22.24,2,6,0,europe,mobile,card,0,1
29.99,34.01,0,7,0,asia,mobile,card,1,0
29.99,26.86,0,12,0,europe,desktop,card,1,0
49.99,17.04,1,17,1,europe,tablet,card,0,0
49.99,14.24,0,13,0,asia,desktop,paypal,1,0
19.99,17.51,1,18,0,europe,mobile,card,1,0
9.99,21.18,0,16,0,america,mobile,paypal,1,0
19.99,14.30,2,15,0,america,mobile,card,1,1
9.99,4.22,0,4,0,europe,tablet,paypal,1,1
29.99,19.59,2,8,0,europe,mobile,paypal,0,0
49.99,14.41,0,9,0,europe,desktop,paypal,0,0
19.99,16.82,0,1,0,asia,mobile,card,1,0
49.99,32.21,0,14,0,america,mobile,card,0,0
19.99,22.46,0,18,0,europe,mobile,paypal,0,0
49.99,18.48,0,15,0,asia,mobile,card,1,0
9.99,22.85,1,5,0,europe,tablet,card,0,1
19.99,8.04,0,22,0,africa,mobile,card,0,1
19.99,20.29,1,20,0,asia,mobile,card,1,0
49.99,18.88,0,1,0,europe,mobile,card,1,0
29.99,33.05,0,9,0,asia,mobile,card,1,0
19.99,22.91,1,19,0,america,desktop,card,1,0
9.99,3.91,1,12,0,america,mobile,card,0,1
9.99,9.43,2,20,0,america,mobile,card,1,0
49.99,27.29,0,14,0,america,tablet,card,1,0
29.99,31.14,1,21,0,america,mobile,card,1,0
19.99,8.60,1,10,0,asia,mobile,card,1,0
9.99,7.73,0,2,0,america,mobile,card,0,0
9.99,13.67,1,7,0,asia,mobile,card,1,0
19.99,36.78,2,23,1,america,mobile,paypal,0,0
19.99,13.80,1,25,1,america,tablet,card,0,0
49.99,12.31,1,15,0,asia,mobile,card,0,0
49.99,5.97,0,21,0,america,mobile,card,0,0
19.99,14.26,1,24,1,europe,mobile,card,0,0
29.99,18.27,0,15,0,asia,desktop,card,0,1
49.99,20.96,0,14,0,america,mobile,paypal,0,1
9.99,29.31,1,27,0,asia,tablet,card,1,0
49.99,31.81,0,21,0,america,desktop,card,1,0
19.99,24.14,1,8,0,africa,mobile,paypal,1,0
29.99,23.69,1,16,0,america,desktop,card,1,0
9.99,5.18,0,14,0,america,mobile,card,1,0
29.99,22.61,2,12,0,asia,mobile,card,1,0
29.99,19.59,0,1,0,america,desktop,paypal,1,0
29.99,17.75,0,3,0,asia,mobile,card,1,0
29.99,25.22,1,25,0,asia,desktop,crypto,0,0
19.99,26.65,0,8,1,europe,desktop,paypal,1,0
19.99,12.34,2,7,0,europe,mobile,card,0,0
29.99,8.73,1,16,0,america,mobile,card,1,0
49.99,30.28,1,15,1,africa,tablet,paypal,0,0
29.99,28.57,0,14,2,america,desktop,paypal,1,1
9.99,18.39,1,19,0,america,mobile,card,1,0
49.99,26.95,2,11,0,europe,tablet,paypal,1,1
29.99,18.20,0,1,0,europe,mobile,card,0,0
9.99,7.73,0,21,1,america,mobile,card,0,1
9.99,8.42,1,18,0,africa,mobile,paypal,0,0
9.99,16.84,0,23,0,africa,mobile,crypto,1,0
9.99,24.27,1,14,1,europe,desktop,crypto,0,0
29.99,0.43,1,7,1,europe,desktop,card,1,1
19.99,7.68,1,23,0,asia,mobile,card,1,0
9.99,47.17,1,9,1,europe,mobile,paypal,1,0
9.99,29.25,1,27,0,asia,mobile,card,0,1
29.99,4.67,0,35,0,europe,desktop,paypal,0,1
19.99,32.82,0,10,0,europe,mobile,card,1,0
9.99,13.78,0,1,1,america,mobile,card,0,0
9.99,23.76,0,21,0,america,mobile,paypal,1,0
29.99,14.59,2,27,0,europe,mobile,card,0,0
29.99,16.70,1,1,0,europe,mobile,card,1,0
19.99,17.52,2,11,1,america,desktop,card,0,1
19.99,13.02,2,23,0,europe,mobile,paypal,1,0
29.99,20.51,2,21,0,asia,mobile,card,0,1
49.99,14.50,1,24,1,europe,desktop,crypto,0,0
49.99,14.26,2,13,0,america,desktop,card,1,0
19.99,4.23,1,12,0,america,mobile,card,1,1
49.99,31.87,0,24,1,europe,desktop,paypal,1,0
9.99,24.47,1,15,0,america,desktop,card,1,0
9.99,0.00,0,9,0,asia,mobile,paypal,1,1
29.99,13.75,2,9,0,asia,mobile,crypto,1,0
49.99,17.17,0,35,1,europe,mobile,card,0,0
19.99,45.37,2,8,0,africa,mobile,card,1,0
29.99,29.76,0,16,0,america,mobile,card,1,0
29.99,6.36,0,15,0,america,mobile,card,1,0
29.99,10.88,0,26,0,america,mobile,crypto,0,0
19.99,15.48,0,10,0,europe,desktop,crypto,1,0
19.99,21.03,1,10,0,america,mobile,paypal,1,0
9.99,33.56,0,3,0,america,mobile,card,1,0
9.99,10.08,2,13,1,asia,mobile,paypal,1,0
19.99,21.70,0,1,0,europe,desktop,paypal,0,1
29.99,10.13,1,15,0,america,mobile,card,0,0
29.99,29.03,1,17,1,america,mobile,card,1,0
29.99,2.74,2,20,0,africa,mobile,crypto,0,1
19.99,12.93,0,20,0,europe,mobile,card,1,0
29.99,19.15,1,19,0,europe,mobile,paypal,0,0
29.99,34.41,1,5,0,europe,mobile,card,0,1
29.99,27.54,0,14,0,africa,desktop,paypal,1,0
19.99,29.67,1,1,0,europe,desktop,paypal,1,0
9.99,18.54,0,15,0,europe,desktop,card,0,0
29.99,22.35,2,17,0,america,tablet,card,1,0
29.99,15.24,0,12,0,africa,tablet,card,0,1
29.99,27.11,0,5,0,america,mobile,card,0,0
29.99,2.17,1,1,1,america,tablet,paypal,0,0
29.99,28.94,0,12,1,asia,desktop,card,0,0
49.99,23.52,0,13,0,europe,mobile,card,1,0
29.99,40.96,0,17,0,europe,mobile,paypal,1,0
29.99,11.06,0,14,0,america,mobile,card,0,1
29.99,22.24,0,15,0,europe,desktop,card,0,0
19.99,20.29,3,25,0,europe,mobile,card,0,1
49.99,23.21,2,15,2,america,mobile,card,0,1
29.99,24.85,0,17,0,asia,mobile,paypal,1,0
29.99,25.87,0,11,0,america,mobile,card,1,0
49.99,31.18,1,9,0,america,desktop,card,1,0
19.99,21.86,2,1,0,asia,mobile,card,1,1
9.99,18.12,0,13,0,america,desktop,paypal,1,0
29.99,14.47,2,14,0,africa,mobile,card,0,1
19.99,13.74,2,15,0,europe,mobile,crypto,0,1
19.99,21.01,0,9,0,africa,tablet,card,1,0
29.99,16.94,0,1,1,europe,desktop,card,0,0
19.99,11.13,2,19,0,america,desktop,card,1,0
49.99,22.01,2,20,0,europe,mobile,paypal,0,0
19.99,21.42,0,13,1,asia,tablet,card,1,1
49.99,26.18,1,1,0,europe,mobile,card,0,0
9.99,25.14,1,6,0,america,desktop,card,0,0
19.99,12.99,0,1,0,america,tablet,paypal,1,0
49.99,11.23,1,12,0,europe,tablet,card,0,1
19.99,30.43,0,3,0,europe,tablet,card,0,0
19.99,16.99,0,5,0,europe,tablet,card,1,0
29.99,23.54,2,16,0,america,desktop,card,0,1
9.99,12.20,0,8,0,europe,mobile,card,1,0
29.99,22.02,0,11,0,america,mobile,card,1,1
29.99,16.29,0,16,0,europe,mobile,paypal,0,1
29.99,19.97,1,17,1,europe,mobile,crypto,1,1
29.99,16.17,1,1,0,asia,mobile,crypto,1,0
49.99,15.99,1,11,0,europe,mobile,card,1,1
49.99,33.30,1,17,0,africa,mobile,paypal,1,0
49.99,7.42,1,9,0,africa,mobile,card,1,0
19.99,31.90,1,12,0,america,desktop,card,0,0
49.99,13.80,0,12,1,europe,desktop,card,0,0
19.99,23.28,1,12,0,europe,tablet,card,0,0
19.99,20.59,1,17,1,europe,mobile,card,0,0
29.99,9.82,0,20,0,america,mobile,card,1,0
29.99,3.71,0,5,0,asia,mobile,card,0,1
19.99,13.04,1,11,0,america,mobile,card,1,0
49.99,24.19,2,7,0,asia,mobile,card,1,0
29.99,30.03,2,12,0,america,mobile,paypal,1,0
19.99,9.04,0,8,0,europe,mobile,card,1,0
29.99,12.93,0,9,1,europe,tablet,paypal,0,0
29.99,19.75,0,11,0,america,desktop,card,0,0
19.99,32.09,0,11,1,europe,mobile,card,1,1
19.99,21.90,1,8,1,america,mobile,paypal,0,0
29.99,24.74,1,39,0,america,mobile,card,1,0
9.99,11.61,1,16,0,europe,desktop,card,1,0
19.99,23.28,0,12,0,europe,mobile,card,0,1
19.99,3.00,0,20,1,europe,mobile,card,0,1
49.99,28.07,0,7,0,asia,desktop,paypal,0,0
49.99,23.99,0,6,0,europe,desktop,card,1,0
49.99,16.80,1,13,1,europe,desktop,card,1,0
19.99,34.99,0,17,0,europe,mobile,card,1,0
29.99,21.24,2,3,0,america,desktop,card,0,0
9.99,0.00,0,18,0,america,mobile,paypal,1,0
9.99,30.35,2,21,0,asia,desktop,card,1,0
29.99,22.29,1,17,1,america,mobile,card,1,0
29.99,11.98,1,5,0,america,tablet,card,1,0
19.99,14.79,0,14,0,asia,tablet,card,0,0
19.99,23.33,1,1,0,europe,tablet,paypal,1,0
49.99,23.42,0,1,0,america,mobile,paypal,1,0
29.99,20.99,1,26,0,america,mobile,card,1,0
19.99,17.08,3,12,0,asia,mobile,paypal,0,0
9.99,33.38,1,23,0,europe,mobile,card,1,0
49.99,26.70,0,18,0,america,mobile,paypal,0,0
29.99,24.68,0,1,0,africa,mobile,card,1,0
19.99,0.00,0,18,1,america,mobile,paypal,1,1
9.99,24.31,0,9,0,america,mobile,card,1,0
19.99,6.01,1,1,0,europe,mobile,card,1,1
49.99,22.86,0,4,0,asia,desktop,paypal,1,0
9.99,16.94,1,14,0,europe,desktop,card,1,0
29.99,17.86,0,5,1,america,mobile,card,1,0
49.99,19.93,0,7,0,europe,desktop,card,1,0
29.99,16.92,0,17,0,africa,tablet,paypal,1,0
19.99,22.44,1,6,1,america,mobile,paypal,1,0
29.99,31.15,1,12,0,europe,desktop,paypal,0,1
29.99,25.62,2,1,0,africa,mobile,card,1,0
29.99,13.22,1,3,0,europe,mobile,paypal,1,1
9.99,26.99,0,24,1,europe,desktop,card,0,1
29.99,26.55,1,24,0,asia,mobile,card,1,0
49.99,20.82,1,4,0,america,mobile,card,1,0
19.99,29.38,1,8,0,asia,desktop,card,1,0
9.99,22.10,2,13,0,asia,desktop,card,0,1
9.99,22.55,1,16,0,europe,desktop,card,0,1
29.99,0.39,0,2,0,africa,mobile,card,0,1
29.99,19.05,2,1,1,america,desktop,card,1,0
49.99,8.60,1,12,0,europe,desktop,card,1,0
49.99,19.88,0,18,0,europe,mobile,card,0,0
49.99,22.26,0,12,0,america,mobile,card,1,0
9.99,17.74,2,1,0,america,desktop,card,1,0
19.99,24.66,0,1,0,europe,desktop,card,1,0
9.99,19.82,0,13,1,asia,desktop,paypal,0,1
29.99,35.29,0,6,0,europe,desktop,card,0,0
19.99,17.37,3,20,0,europe,mobile,card,0,0
19.99,13.09,0,9,0,europe,desktop,card,1,0
19.99,23.92,0,1,0,america,mobile,paypal,0,0
19.99,22.54,2,14,0,europe,mobile,card,1,0
49.99,24.88,1,12,1,africa,mobile,crypto,1,0
19.99,22.16,1,9,0,asia,mobile,crypto,1,0
9.99,11.27,0,24,0,america,mobile,paypal,1,0
9.99,7.55,1,4,1,europe,desktop,card,1,0
29.99,20.07,1,19,1,africa,mobile,paypal,0,0
49.99,9.17,0,12,1,europe,mobile,paypal,1,0
19.99,17.08,0,7,0,asia,desktop,card,1,0
19.99,16.98,1,4,0,america,mobile,card,0,0
9.99,21.44,0,19,0,america,mobile,card,1,0
49.99,0.00,0,19,0,america,mobile,card,1,0
29.99,15.41,0,1,0,america,mobile,card,0,1
29.99,28.47,1,9,1,africa,mobile,card,1,0
9.99,28.33,0,10,0,europe,mobile,card,0,0
49.99,26.32,0,19,1,africa,mobile,card,1,0
29.99,0.00,0,21,0,europe,desktop,card,1,1
19.99,32.77,0,8,0,america,mobile,card,0,0
9.99,10.21,0,12,0,africa,mobile,card,1,1
9.99,13.17,0,12,0,asia,desktop,card,0,1
29.99,16.57,1,11,1,america,tablet,card,0,0
49.99,9.29,0,1,0,europe,mobile,card,1,0
9.99,33.85,1,14,1,america,mobile,card,1,0
29.99,29.11,1,20,0,america,tablet,card,0,0
29.99,32.10,3,1,1,europe,mobile,card,1,0
19.99,15.79,1,20,2,europe,desktop,card,1,0
29.99,17.73,1,2,0,europe,mobile,card,1,0
49.99,17.92,1,14,0,europe,mobile,paypal,0,0
29.99,21.20,1,20,0,europe,desktop,card,0,0
9.99,35.69,0,13,1,europe,tablet,card,1,0
19.99,10.58,0,10,0,europe,mobile,card,1,0
19.99,17.99,0,1,1,europe,mobile,card,1,0
9.99,6.01,0,4,1,europe,mobile,card,1,1
19.99,16.57,1,2,0,america,desktop,card,0,0
29.99,6.39,0,20,0,europe,desktop,card,1,0
9.99,20.90,1,12,0,america,desktop,card,0,0
19.99,17.52,1,2,0,europe,tablet,card,0,0
49.99,22.71,1,7,0,america,mobile,card,0,0
19.99,34.47,0,1,0,asia,mobile,card,1,0
49.99,23.07,1,9,0,asia,desktop,paypal,1,0
9.99,27.11,0,13,0,america,mobile,card,0,0
29.99,32.59,1,10,0,europe,mobile,card,1,0
9.99,12.84,0,23,0,europe,desktop,card,1,0
29.99,24.02,1,8,2,america,mobile,paypal,0,0
49.99,10.69,0,1,0,america,desktop,card,0,1
19.99,35.50,0,13,0,europe,mobile,card,0,0
9.99,23.59,0,1,0,africa,mobile,card,1,0
29.99,26.74,0,10,0,europe,tablet,card,0,0
49.99,24.68,0,14,0,europe,mobile,card,1,0
9.99,7.90,0,27,0,europe,tablet,card,1,0
19.99,25.43,0,5,0,europe,desktop,paypal,1,0
29.99,35.91,2,8,1,america,desktop,card,0,0
29.99,25.05,2,25,0,europe,mobile,card,1,0
19.99,37.42,0,7,1,europe,mobile,paypal,1,1
29.99,28.25,0,19,0,europe,mobile,paypal,1,0
19.99,2.38,2,24,0,asia,mobile,paypal,1,0
19.99,15.62,0,3,0,europe,mobile,card,0,0
29.99,47.07,0,16,0,europe,tablet,card,1,0
49.99,23.17,0,6,0,europe,desktop,card,1,0
9.99,9.77,0,19,0,europe,mobile,card,1,0
49.99,12.26,1,12,0,europe,desktop,card,0,0
9.99,24.59,1,20,0,africa,desktop,card,1,0
29.99,13.38,1,32,0,europe,desktop,card,1,0
9.99,18.98,2,13,0,america,desktop,card,1,0
9.99,7.06,0,1,0,africa,mobile,card,1,0
29.99,13.30,0,6,0,africa,tablet,card,1,0
29.99,31.05,0,13,0,america,mobile,paypal,1,0
29.99,0.00,0,18,1,asia,desktop,card,0,0
9.99,24.07,0,19,0,america,desktop,card,1,0
9.99,13.22,0,1,0,europe,mobile,paypal,1,0
49.99,2.13,1,22,1,america,desktop,card,0,1
49.99,26.30,0,14,0,europe,mobile,card,1,0
19.99,24.72,0,13,0,america,mobile,card,1,0
9.99,34.35,1,6,0,europe,mobile,card,1,0
9.99,30.69,1,9,0,america,mobile,paypal,1,0
49.99,25.79,1,11,2,asia,mobile,card,0,0
19.99,20.66,1,18,0,america,mobile,card,1,0
9.99,23.48,1,1,0,europe,mobile,card,1,0
19.99,41.64,1,12,0,europe,desktop,card,0,0
9.99,14.04,0,22,0,europe,mobile,card,1,0
19.99,36.30,2,10,0,america,mobile,card,1,0
49.99,22.09,1,16,1,asia,desktop,card,1,0
19.99,20.88,1,15,0,africa,desktop,paypal,0,0
9.99,8.59,0,15,0,america,mobile,card,1,0
19.99,27.67,0,8,1,africa,mobile,card,0,1
29.99,29.24,2,11,0,africa,tablet,card,1,0
49.99,23.36,0,16,1,europe,mobile,card,1,1
19.99,16.02,1,1,0,america,mobile,crypto,1,0
29.99,11.98,0,8,0,europe,desktop,card,0,0
9.99,25.06,1,30,0,america,desktop,paypal,0,0
49.99,25.59,0,3,0,europe,mobile,card,1,0
29.99,17.90,1,11,0,america,tablet,crypto,1,1
29.99,10.55,0,17,0,europe,mobile,paypal,1,0
19.99,0.00,2,1,0,america,tablet,card,1,1
49.99,22.65,0,15,0,africa,mobile,card,1,0
9.99,37.25,4,16,1,america,desktop,paypal,1,0
19.99,20.04,0,22,0,europe,desktop,paypal,0,0
9.99,19.38,0,1,0,asia,mobile,card,1,1
9.99,7.49,2,1,0,europe,mobile,paypal,0,0
49.99,19.13,0,4,0,america,mobile,crypto,0,0
49.99,12.34,1,12,0,africa,desktop,crypto,1,0
19.99,0.73,1,10,0,asia,tablet,card,1,1
29.99,16.93,0,18,1,america,mobile,card,0,0
9.99,26.13,1,12,0,asia,mobile,card,1,0
29.99,6.42,0,17,0,europe,mobile,card,1,0
9.99,25.77,0,8,0,asia,tablet,card,1,0
29.99,25.57,0,15,0,asia,mobile,card,1,0
19.99,2.71,1,1,1,asia,mobile,paypal,1,1
9.99,18.37,1,23,1,africa,mobile,card,1,0
9.99,7.84,0,19,0,europe,desktop,paypal,1,1
49.99,14.35,0,11,1,europe,mobile,card,1,1
9.99,17.25,0,22,2,europe,desktop,paypal,1,0
19.99,41.30,1,23,0,europe,desktop,card,1,0
29.99,13.89,2,18,0,europe,mobile,card,0,0
29.99,0.70,2,14,0,europe,mobile,paypal,0,0
29.99,14.33,1,12,1,asia,mobile,card,1,0
9.99,19.98,0,1,0,europe,tablet,card,0,0
49.99,41.27,0,16,0,america,mobile,card,0,0
49.99,26.47,0,15,0,america,mobile,paypal,0,0
19.99,18.24,1,15,0,asia,mobile,card,1,0
19.99,16.92,1,12,0,america,desktop,paypal,1,0
19.99,35.11,1,6,0,america,mobile,card,1,0
49.99,15.69,0,8,1,america,mobile,paypal,1,1
9.99,9.05,0,23,0,europe,mobile,card,0,0
19.99,18.01,0,9,1,asia,tablet,card,0,1
9.99,32.79,0,13,0,america,mobile,card,1,0
19.99,20.04,1,11,0,america,tablet,card,0,0
19.99,33.06,1,17,0,africa,mobile,card,0,1
49.99,7.28,0,1,0,europe,desktop,card,1,1
49.99,22.87,0,12,0,europe,desktop,paypal,1,1
9.99,32.60,0,15,0,africa,mobile,paypal,0,0
29.99,31.77,1,18,0,america,mobile,card,1,0
19.99,28.82,0,9,0,europe,mobile,card,1,0
49.99,19.18,0,17,0,america,desktop,card,0,1
9.99,8.67,0,13,0,america,mobile,card,1,0
49.99,19.90,2,15,0,europe,mobile,card,1,0
9.99,23.40,1,24,0,asia,desktop,card,0,1
19.99,11.36,0,8,1,europe,desktop,crypto,1,0
49.99,4.81,0,3,1,europe,mobile,card,1,1
49.99,24.76,0,6,0,america,mobile,paypal,0,0
19.99,22.84,1,18,0,europe,mobile,card,1,1
19.99,1.73,3,23,0,america,desktop,card,0,0
9.99,5.39,0,6,0,america,mobile,card,1,0
49.99,5.31,0,14,0,europe,mobile,card,1,0
29.99,21.36,0,24,0,asia,desktop,card,0,0
29.99,21.37,2,17,0,america,desktop,card,1,0
19.99,1.51,1,4,0,africa,mobile,card,1,0
9.99,31.20,2,26,0,europe,mobile,card,1,0
9.99,15.79,1,1,1,europe,desktop,card,1,0
9.99,30.02,2,1,0,africa,desktop,card,1,1
29.99,24.26,1,9,0,asia,mobile,card,1,0
19.99,4.10,1,13,1,europe,mobile,card,1,0
9.99,26.37,0,8,1,europe,mobile,card,1,0
49.99,15.98,0,17,1,asia,desktop,crypto,1,0
19.99,34.51,1,8,0,asia,mobile,paypal,1,0
49.99,4.84,1,9,0,america,mobile,card,1,1
9.99,23.54,0,35,0,asia,mobile,card,1,0
